Facility Type,license,legalName,brand,location,streetAddress,addressLocality,postalCode,telephone,Number of Spaces,loc,longitude,latitude,entityTitle,@context,@type,@id
Parking Garage,766654,KINNEY SYSTEMS INC,,"222 65 STREET
NEW YORK, NY 10021
",222 65 STREET,NEW YORK,10021,2128844444,300,"[-74.02486333912988,40.640070976381324]",-74.02486333912988,40.640070976381324,kinney_systems_inc_766654,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kinney_systems_inc_766654
Parking Garage,769326,GALLANT PARKING LLC,,"182 184 EAST 95 STREET
NEW YORK, NY 10128
",182 184 EAST 95 STREET,NEW YORK,10128,2126869800,112,"[-73.95062814906976,40.781770000585084]",-73.95062814906976,40.781770000585084,gallant_parking_llc_769326,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/gallant_parking_llc_769326
Parking Garage,808709,SUPERB PARKING LLC.,,"400 35 STREET
NEW YORK, NY 10016
",400 35 STREET,NEW YORK,10016,2126869800,80,"[-73.97303107202674,40.744423295271986]",-73.97303107202674,40.744423295271986,superb_parking_llc_808709,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/superb_parking_llc_808709
Parking Garage,831026,ROYAL CHARTER       PROPERTIES-EAST INC,HELMSLEY MEDICAL TOWER GRG,"507 70 STREET
NEW YORK, NY 10021
",507 70 STREET,NEW YORK,10021,2127461969,175,"[-73.95454748324894,40.7655224857999]",-73.95454748324894,40.7655224857999,royal_charter_properties_east_inc_831026,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/royal_charter_properties_east_inc_831026
Parking Garage,856466,100 PARK TERRACE    WEST OWNERS CORP,,"100 PARK TERRACE
NEW YORK, NY 10034
",100 PARK TERRACE,NEW YORK,10034,2123320777,20,"[-73.91556568209653,40.87114207613867]",-73.91556568209653,40.87114207613867,100_park_terrace_west_owners_corp_856466,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/100_park_terrace_west_owners_corp_856466
Parking Garage,858490,RESOURCE PARKING LLC.,,"1540 48
NEW YORK, NY 10036
",1540 48,NEW YORK,10036,2126869800,100,"[-73.989860554421,40.75934682719435]",-73.989860554421,40.75934682719435,resource_parking_llc_858490,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/resource_parking_llc_858490
Parking Garage,881098,MEMORIAL SLOAN KETTERING CANCER CENTER,,"433 66 STREET
NEW YORK, NY 10065
",433 66 STREET,NEW YORK,10065,2126397711,87,"[-73.95803555541677,40.76370167783006]",-73.95803555541677,40.76370167783006,memorial_sloan_kettering_cancer_center_881098,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/memorial_sloan_kettering_cancer_center_881098
Parking Garage,888338,INNOVATIVE PARKING LLC,,"301 40 STREET
NEW YORK, NY 10016
",301 40 STREET,NEW YORK,10016,2126869800,108,"[-73.97311175372413,40.748557298742455]",-73.97311175372413,40.748557298742455,innovative_parking_llc_888338,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/innovative_parking_llc_888338
Parking Garage,888537,SAFEWAY PARKING CORP.,,"345 86 STREET
MANHATTAN, NY 10028
",345 86 STREET,MANHATTAN,10028,2124109609,56,"[-73.95064068046267,40.777445999166694]",-73.95064068046267,40.777445999166694,safeway_parking_corp_888537,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/safeway_parking_corp_888537
Parking Garage,889934,MUTUAL PARKING SYSTEM INC,,"340 64 STREET
NEW YORK, NY 10065
",340 64 STREET,NEW YORK,10065,2128887400,91,"[-73.96015122638966,40.76293363447968]",-73.96015122638966,40.76293363447968,mutual_parking_system_inc_889934,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mutual_parking_system_inc_889934
Parking Garage,906120,OXFORD PARKING CORP,,"333 49 STREET
MANHATTAN, NY 10017
",333 49 STREET,MANHATTAN,10017,2122493344,51,"[-73.96816200005885,40.753928872779774]",-73.96816200005885,40.753928872779774,oxford_parking_corp_906120,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/oxford_parking_corp_906120
Parking Garage,906438,CLAREMONT PARKING CORP,,"480 RIVERSIDE DRIVE
NEW YORK, NY 10027
",480 RIVERSIDE DRIVE,NEW YORK,10027,2128661000,200,"[-73.9638929124822,40.81133571365616]",-73.9638929124822,40.81133571365616,claremont_parking_corp_906438,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/claremont_parking_corp_906438
Parking Garage,916798,P.A.C. GARAGE CORP,P.A.C. GARAGE,"120 87 STREET
NEW YORK, NY 10128
",120 87 STREET,NEW YORK,10128,2127373279,78,"[-73.95551971793878,40.78034450896689]",-73.95551971793878,40.78034450896689,p_a_c_garage_corp_916798,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/p_a_c_garage_corp_916798
Parking Garage,920608,CAROUSEL PARKING CORP,,"201 75 STREET
NEW YORK, NY 10023
",201 75 STREET,NEW YORK,10023,2122493344,278,"[-73.98022659534651,40.78059684676253]",-73.98022659534651,40.78059684676253,carousel_parking_corp_920608,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/carousel_parking_corp_920608
Garage - Parking Lot Combo,800489,"MUSS, HYMAN - ET AL",C E TOWERS CO,"118 35 QUEENS BOULEVARD
FOREST HILLS, NY 11375
",118 35 QUEENS BOULEVARD,FOREST HILLS,11375,7182633800,582,"[-73.84628429608335,40.720707263029794]",-73.84628429608335,40.720707263029794,muss_hyman_et_al_800489,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/muss_hyman_et_al_800489
Garage - Parking Lot Combo,831034,3223 JOHNSON SERVICES INC,,"3223 JOHNSON AVENUE
BRONX, NY 10463
",3223 JOHNSON AVENUE,BRONX,10463,7185853857,36,"[-73.91041709430884,40.883709975378984]",-73.91041709430884,40.883709975378984,3223_johnson_services_inc_831034,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/3223_johnson_services_inc_831034
Garage - Parking Lot Combo,904077,FIELD LAGUARDIA ASSOCIATES INC,HOLIDAY INN CROWN PLAZA,"104 04 DITMARS BOULEVARD
ELMHURST, NY 11369
",104 04 DITMARS BOULEVARD,ELMHURST,11369,7184576300,259,"[-73.8723788986672,40.76341327370369]",-73.8723788986672,40.76341327370369,field_laguardia_associates_inc_904077,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/field_laguardia_associates_inc_904077
Garage - Parking Lot Combo,966613,"RISING WOLF PARKING GARAGE, LLC",,"336 338 EAST 9 STREET
NEW YORK, NY 10003
",336 338 EAST 9 STREET,NEW YORK,10003,2124755858,48,"[-73.98887214913032,40.73194394755518]",-73.98887214913032,40.73194394755518,rising_wolf_parking_garage_llc_966613,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/rising_wolf_parking_garage_llc_966613
Garage - Parking Lot Combo,1174338,"BEST BUY AUTOMOTIVE, INC.",,"1855 TREMONT AVENUE
BRONX, NY 10460
",1855 TREMONT AVENUE,BRONX,10460,7188636816,100,"[-73.8660323603715,40.84071713567788]",-73.8660323603715,40.84071713567788,best_buy_automotive_inc_1174338,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/best_buy_automotive_inc_1174338
Parking Garage,364407,HOMESTEAD EQUITIES INC,,"341 PACIFIC STREET
BROOKLYN, NY 11217
",341 PACIFIC STREET,BROOKLYN,11217,9178462923,25,"[-73.98705378852914,40.68702657564607]",-73.98705378852914,40.68702657564607,homestead_equities_inc_364407,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/homestead_equities_inc_364407
Parking Garage,367274,SUTTON PLACE GARAGE CORP,,"35 SUTTON PLACE
NEW YORK, NY 10022
",35 SUTTON PLACE,NEW YORK,10022,2129562280,38,"[-73.95989042300118,40.75844601755347]",-73.95989042300118,40.75844601755347,sutton_place_garage_corp_367274,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/sutton_place_garage_corp_367274
Parking Garage,367503,RAINBOW PARKING CORP,,"300 71 STREET
NEW YORK, NY 10021
",300 71 STREET,NEW YORK,10021,2122493344,57,"[-73.95879439174116,40.76805110603209]",-73.95879439174116,40.76805110603209,rainbow_parking_corp_367503,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/rainbow_parking_corp_367503
Parking Garage,367879,PREVOST GARAGE CORP,,"420 72 STREET
NEW YORK, NY 10021
",420 72 STREET,NEW YORK,10021,2126501529,64,"[-73.95515099590676,40.76744823106674]",-73.95515099590676,40.76744823106674,prevost_garage_corp_367879,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/prevost_garage_corp_367879
Parking Garage,368148,79-80 GARAGE CORP,,"80 15 41 AVENUE
ELMHURST, NY 11373
",80 15 41 AVENUE,ELMHURST,11373,7187250413,98,"[-73.87835115518163,40.73871040256307]",-73.87835115518163,40.73871040256307,79_80_garage_corp_368148,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/79_80_garage_corp_368148
Parking Garage,368322,CAROLE STORAGE CORP,,"777 3 AVENUE
NEW YORK, NY 10017
",777 3 AVENUE,NEW YORK,10017,2127536116,92,"[-73.97150067039945,40.754839736215956]",-73.97150067039945,40.754839736215956,carole_storage_corp_368322,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/carole_storage_corp_368322
Parking Garage,368400,305 E 86TH PARKING LLC,,"305 86 STREET
NEW YORK, NY 10028
",305 86 STREET,NEW YORK,10028,2126886800,168,"[-73.95155321153848,40.77783494683832]",-73.95155321153848,40.77783494683832,305_e_86th_parking_llc_368400,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/305_e_86th_parking_llc_368400
Parking Garage,368602,PHYLLIS SIRULNICK REALTY CORP,,"143 25 41 AVENUE
FLUSHING, NY 11355
",143 25 41 AVENUE,FLUSHING,11355,5163747000,33,"[-73.82147854789662,40.7512997969481]",-73.82147854789662,40.7512997969481,phyllis_sirulnick_realty_corp_368602,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/phyllis_sirulnick_realty_corp_368602
Parking Garage,368677,920 PARKING CORP,,"920 PARK AVENUE
NEW YORK, NY 10028
",920 PARK AVENUE,NEW YORK,10028,2128661000,27,"[-73.95999153805225,40.77658371119706]",-73.95999153805225,40.77658371119706,920_parking_corp_368677,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/920_parking_corp_368677
Parking Garage,368822,OMNI PARKING LLC,,"143 159 WEST 68 STREET
NEW YORK, NY 10023
",143 159 WEST 68 STREET,NEW YORK,10023,2126869800,271,"[-73.97994335610099,40.774536138232236]",-73.97994335610099,40.774536138232236,omni_parking_llc_368822,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/omni_parking_llc_368822
Parking Garage,369041,UNIVERSAL PARKING LLC,,"55 14 STREET
NEW YORK, NY 10011
",55 14 STREET,NEW YORK,10011,2126869800,129,"[-73.99535654390279,40.73676288704266]",-73.99535654390279,40.73676288704266,universal_parking_llc_369041,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/universal_parking_llc_369041
Parking Garage,369221,PORT PARKING LLC,,"235 48 STREET
NEW YORK, NY 10036
",235 48 STREET,NEW YORK,10036,2126869800,94,"[-73.98558985323699,40.76046677832929]",-73.98558985323699,40.76046677832929,port_parking_llc_369221,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/port_parking_llc_369221
Parking Garage,369939,THE FISHER-SIXTH AVENUE CO & HAWAIIAN SIXTH AVE CORP,BURLINGTON HOUSE GARAGE,"1341 6 AVENUE
NEW YORK, NY 10019
",1341 6 AVENUE,NEW YORK,10019,2127525000,341,"[-73.97851708229035,40.76257917128613]",-73.97851708229035,40.76257917128613,the_fisher_sixth_avenue_co_hawaiian_sixth_ave_corp_369939,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/the_fisher_sixth_avenue_co_hawaiian_sixth_ave_corp_369939
Parking Garage,427688,411 WEST 55TH STREET CORP,,"411 55 STREET
NEW YORK, NY 10019
",411 55 STREET,NEW YORK,10019,2128661000,175,"[-73.98738269743689,40.766917631069475]",-73.98738269743689,40.766917631069475,411_west_55th_street_corp_427688,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/411_west_55th_street_corp_427688
Parking Garage,429467,ELEVEN RIVERSIDE DRIVE GARAGE CORP,,"11 RIVERSIDE DRIVE
NEW YORK, NY 10023
",11 RIVERSIDE DRIVE,NEW YORK,10023,2128741435,200,"[-73.98526029744772,40.78131577675856]",-73.98526029744772,40.78131577675856,eleven_riverside_drive_garage_corp_429467,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/eleven_riverside_drive_garage_corp_429467
Parking Garage,429522,B E W PARKING INC,RAPID PARK IND,"254 79 STREET
NEW YORK, NY 10024
",254 79 STREET,NEW YORK,10024,2128661000,100,"[-73.97965666568386,40.78367723659405]",-73.97965666568386,40.78367723659405,b_e_w_parking_inc_429522,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/b_e_w_parking_inc_429522
Parking Garage,429658,REGAL PARKING LLC.,,"250 MADISON AVENUE
NEW YORK, NY 10016
",250 MADISON AVENUE,NEW YORK,10016,2126869800,155,"[-73.98112320282624,40.7503474844539]",-73.98112320282624,40.7503474844539,regal_parking_llc_429658,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/regal_parking_llc_429658
Parking Garage,469220,INSTANT PARKING LLC,,"434 80 STREET
NEW YORK, NY 10021
",434 80 STREET,NEW YORK,10021,2126869800,49,"[-74.02569766717396,40.62669903127251]",-74.02569766717396,40.62669903127251,instant_parking_llc_469220,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/instant_parking_llc_469220
Parking Garage,469374,LEXINGTON 55TH GARAGE INC,,"136 55 STREET
NEW YORK, NY 10022
",136 55 STREET,NEW YORK,10022,2124072516,101,"[-73.96995047321924,40.75954299058463]",-73.96995047321924,40.75954299058463,lexington_55th_garage_inc_469374,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/lexington_55th_garage_inc_469374
Parking Garage,692051,NEWBURY OPERATING LLC,,"249 86 STREET
NEW YORK, NY 10028
",249 86 STREET,NEW YORK,10028,2126869800,146,"[-73.95286173237798,40.77838553926602]",-73.95286173237798,40.77838553926602,newbury_operating_llc_692051,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/newbury_operating_llc_692051
Parking Garage,766695,CLICK PARKING CORP,,"225 CENTRAL PARK
NEW YROK, NY 10024
",225 CENTRAL PARK,NEW YROK,10024,2122493344,58,"[-73.97099741328788,40.78309010964309]",-73.97099741328788,40.78309010964309,click_parking_corp_766695,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/click_parking_corp_766695
Parking Garage,812525,THE SOCIETY OF THE NEW YORK HOSPITAL,,"515 70 STREET
NEW YORK, NY 10021
",515 70 STREET,NEW YORK,10021,2127481969,250,"[-73.9544071530395,40.76546500113579]",-73.9544071530395,40.76546500113579,the_society_of_the_new_york_hospital_812525,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/the_society_of_the_new_york_hospital_812525
Parking Garage,813280,EAST RIVER 72 GARAGE LLC,,"515 72 STREET
NEW YORK, NY 10021
",515 72 STREET,NEW YORK,10021,2126869800,130,"[-73.95286671795236,40.766476963275124]",-73.95286671795236,40.766476963275124,east_river_72_garage_llc_813280,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/east_river_72_garage_llc_813280
Parking Garage,883452,92ND ST GARAGE CORP,GGMC,"1623 1641 3 AVENUE
NEW YORK, NY 10128
",1623 1641 3 AVENUE,NEW YORK,10128,2129966363,301,"[-73.95062814906976,40.781770000585084]",-73.95062814906976,40.781770000585084,92nd_st_garage_corp_883452,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/92nd_st_garage_corp_883452
Parking Garage,892366,MANAGEMENT SYSTEMS LLC,,"200 32 STREET
NEW YORK, NY 10016
",200 32 STREET,NEW YORK,10016,2126869800,33,"[-73.97874920595558,40.74431766847317]",-73.97874920595558,40.74431766847317,management_systems_llc_892366,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/management_systems_llc_892366
Parking Garage,898076,KINNEY SYSTEM INC,,"120 210 STREET
BRONX, NY 10467
",120 210 STREET,BRONX,10467,2126296602,862,"[-73.88016989592194,40.87979148282302]",-73.88016989592194,40.87979148282302,kinney_system_inc_898076,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kinney_system_inc_898076
Parking Garage,901540,9-11 WEST 100TH STREET CORP,,"9 11 WEST 100 STREET
MANHATTAN, NY 10025
",9 11 WEST 100 STREET,MANHATTAN,10025,2128661000,75,"[-73.96372581059762,40.79685012763133]",-73.96372581059762,40.79685012763133,9_11_west_100th_street_corp_901540,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/9_11_west_100th_street_corp_901540
Parking Garage,906410,MARK TWAIN GARAGE CORP,,"100 12 STREET
MANHATTAN, NY 10011
",100 12 STREET,MANHATTAN,10011,2129562280,40,"[-73.99785905317353,40.73602569014743]",-73.99785905317353,40.73602569014743,mark_twain_garage_corp_906410,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mark_twain_garage_corp_906410
Parking Garage,908174,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"1250 BROADWAY
NEW YORK, NY 10001
",1250 BROADWAY,NEW YORK,10001,2126296602,150,"[-73.98815599707768,40.748199797079344]",-73.98815599707768,40.748199797079344,central_parking_system_of_new_york_inc_908174,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_908174
Parking Garage,908745,CHAMPION PARKING 77 STREET CORP,,"49 77 STREET
NEW YORK, NY 10021
",49 77 STREET,NEW YORK,10021,2122493344,113,"[-74.0353356803909,40.63170723099253]",-74.0353356803909,40.63170723099253,champion_parking_77_street_corp_908745,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/champion_parking_77_street_corp_908745
Parking Garage,912083,SYLVAN MADISON GARAGE CORP,SYLVAN MADISON GARAGE,"60 90 STREET
NEW YORK, NY 10128
",60 90 STREET,NEW YORK,10128,7185759440,268,"[-73.95616256678937,40.783052963437676]",-73.95616256678937,40.783052963437676,sylvan_madison_garage_corp_912083,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/sylvan_madison_garage_corp_912083
Parking Garage,913566,TAFT GARAGE CORP,TAFT GARAGE,"891 SHERIDAN AVENUE
BRONX, NY 10451
",891 SHERIDAN AVENUE,BRONX,10451,2129562280,95,"[-73.92111306686081,40.82651281088775]",-73.92111306686081,40.82651281088775,taft_garage_corp_913566,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/taft_garage_corp_913566
Parking Garage,929732,"GUIDO, FRANK G",,"125 CARROLL STREET
BROOKLYN, NY 11231
",125 CARROLL STREET,BROOKLYN,11231,7188522325,23,"[-74.00098328632541,40.682333041026965]",-74.00098328632541,40.682333041026965,guido_frank_g_929732,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/guido_frank_g_929732
